,id,Cuisine Style
4944,d5616756,"Cafe,European"
4945,d3508427,
4946,d8339891,
4947,d3955056,French
4948,d13198034,
4949,d12438184,
4950,d2402959,
4951,d5614341,
4952,d10742545,Fast Food
4953,d12992754,
4954,d12597852,
4955,d5959197,"European,Portuguese"
4956,d10809897,
4957,d990744,
4958,d12578962,
4959,d11840129,
4960,d11899033,
4961,d11904683,
4962,d12925194,
4963,d8414853,Cafe
4964,d7176545,"European,Swedish"
4965,d10211041,
4966,d10258857,
4967,d12508327,"European,Portuguese"
4968,d7646419,Thai
4969,d12946201,
4970,d12874619,"Bar,Spanish,Pub"
4971,d8684879,"Italian,Mediterranean,European"
4972,d12418745,"Asian,Thai,Vegetarian Friendly"
4973,d10617521,
4974,d983411,
4975,d11816506,"French,Vegetarian Friendly"
4976,d7233896,Cafe
4977,d1332002,Italian
4978,d5936238,
4979,d8339600,
4980,d7608584,
4981,d12236044,
4982,d11954059,Pizza
4983,d5776199,"Spanish,Vegetarian Friendly"
4984,d8723793,
4985,d13111916,
4986,d10147326,French
4987,d6073793,
4988,d11733283,Cafe
4989,d8606930,"Italian,Pizza,Vegetarian Friendly"
4990,d5518843,
4991,d12234830,"Asian,Vietnamese,Vegetarian Friendly"
4992,d12430147,
4993,d9975698,Vegetarian Friendly
4994,d987892,"Mediterranean,Spanish,Vegetarian Friendly"
4995,d12321458,Dessert
4996,d5812335,Chinese
4997,d5220277,
4998,d4925580,
4999,d7992300,
5000,d12633168,
5001,d8696611,Cafe
5002,d782593,
5003,d1037065,Vegetarian Friendly
5004,d8385251,"Italian,Pizza,International"
5005,d10056355,
5006,d1104331,"Indian,South American,Vegetarian Friendly"
5007,d5959832,"Italian,Pizza,Vegetarian Friendly"
5008,d1346434,
5009,d5966164,
5010,d2615542,
5011,d11380073,"Bar,Spanish,Pub"
5012,d2140275,
5013,d11883259,"French,European,Vegetarian Friendly"
5014,d5778382,"Italian,French,Pizza"
5015,d10467138,
5016,d7717236,
5017,d1035339,
5018,d5778124,
5019,d12670943,"Italian,Vegetarian Friendly"
5020,d8343780,
5021,d12924563,
5022,d11891406,
5023,d11993456,Sushi
5024,d11725436,
5025,d9977659,
5026,d11844376,
5027,d5614583,German
5028,d11718987,
5029,d9850188,"European,Hungarian"
5030,d12434602,
5031,d12934232,"Dutch,Seafood,European"
5032,d7645590,"European,Portuguese"
5033,d11868356,
5034,d10878576,Spanish
5035,d7776755,
5036,d6371647,
5037,d5972448,
5038,d5122141,
5039,d991604,"Mediterranean,Spanish,Vegetarian Friendly"
5040,d6413534,"French,Vegetarian Friendly"
5041,d6809331,Spanish
5042,d11929944,
5043,d12396410,
5044,d3609824,Fast Food
5045,d9810256,"Italian,Pizza,Mediterranean"
5046,d7992320,
5047,d5955099,
5048,d10148117,"Cafe,Deli,Healthy"
5049,d8099265,"Vegetarian Friendly,Vegan Options"
5050,d4148444,
5051,d8803788,
5052,d5787881,French
5053,d1039021,"German,Vegetarian Friendly"
5054,d5528095,Fast Food
5055,d8088018,"Dessert,European,Hungarian"
5056,d991383,"Mediterranean,Spanish"
5057,d12379601,"Italian,Pizza,Seafood"
5058,d8338343,
5059,d10094596,"Italian,Bar,Cafe"
5060,d1039185,
5061,d5804507,
5062,d10261546,
5063,d11858739,"Italian,Vegetarian Friendly"
5064,d1358512,
5065,d10594868,
5066,d5552665,
5067,d5980935,
5068,d5531776,
5069,d10153330,Cafe
5070,d10789547,
5071,d10356434,
5072,d10074581,
5073,d7243061,"Italian,French"
5074,d4912162,Fast Food
5075,d4268183,
5076,d7384861,Italian
5077,d5606645,"Italian,Mediterranean,European"
5078,d11808139,
5079,d11962633,"Japanese,Sushi"
5080,d10941125,Thai
5081,d9844847,International
5082,d1043426,
5083,d10347445,"Bar,Cafe,Spanish,Pub"
5084,d8505956,
5085,d5572648,"Italian,Seafood"
5086,d2175549,"Italian,Wine Bar"
5087,d10533376,
5088,d12491400,
5089,d12015306,
5090,d8862744,"Lebanese,International,Mediterranean"
5091,d12875898,Chinese
5092,d10818106,
5093,d12535450,French
5094,d12924358,German
5095,d6838553,
5096,d1319654,
5097,d5798662,
5098,d10076842,
5099,d12872179,"Chinese,Asian"
5100,d1342032,"German,Vegetarian Friendly"
5101,d1035119,
5102,d1039246,"European,Central European"
5103,d7369521,
5104,d5823563,
5105,d8487573,"French,Bar,Pub"
5106,d959173,"Italian,Pizza,Mediterranean"
5107,d8051555,
5108,d4912085,Cafe
5109,d10451707,
5110,d5961439,"Fast Food,Vegetarian Friendly"
5111,d6180131,
5112,d5616109,
5113,d12330378,
5114,d11670047,"Quick Bites,Cafe"
5115,d12588631,
5116,d7992860,
5117,d9765558,Fast Food
5118,d5864007,
5119,d1039720,"Italian,Pizza,Mediterranean"
5120,d8339828,
5121,d11927814,
5122,d13113374,Cafe
5123,d7940435,"Italian,Lebanese,Pizza"
5124,d1340328,
5125,d12657791,"Seafood,Gluten Free Options"
5126,d8339819,Italian
5127,d8338362,Italian
5128,d991047,
5129,d5506953,
5130,d4420171,
5131,d5504350,
5132,d12301625,
5133,d5617147,
5134,d12940499,"Italian,Seafood,Mediterranean"
5135,d5850448,Cafe
5136,d8494851,
5137,d8395091,
5138,d5804128,
5139,d12043663,
5140,d5819999,"German,Vegetarian Friendly"
5141,d12597445,"Chinese,Asian"
5142,d8672989,British
5143,d1329035,Italian
5144,d1319799,
5145,d5775823,Spanish
5146,d8299356,"Lebanese,Mediterranean,Middle Eastern"
5147,d1341428,"Fast Food,Turkish,Middle Eastern"
5148,d12030077,
5149,d12142690,
5150,d10813800,
5151,d12247125,African
5152,d11697238,
5153,d8396727,
5154,d3385070,Cafe
5155,d12253638,
5156,d12326312,"Italian,Cafe"
5157,d4924950,
5158,d10554549,"Japanese,Asian,Vegetarian Friendly"
5159,d9996252,"Bar,Spanish,Pub"
5160,d5793239,"Italian,Thai,Vegetarian Friendly"
5161,d4910619,British
5162,d4465505,
5163,d8655281,
5164,d5852490,
5165,d5616709,"Bar,Cafe,Mediterranean"
5166,d6622729,"European,Portuguese"
5167,d10860208,"Asian,Vietnamese"
5168,d5220221,"Quick Bites,Deli"
5169,d7075619,"Italian,Pizza"
5170,d1039219,"German,Vegetarian Friendly"
5171,d5608036,
5172,d5977345,European
5173,d11945896,"Japanese,Asian"
5174,d8595843,
5175,d11952970,German
5176,d9813895,
5177,d778497,African
5178,d4924379,
5179,d11305957,"Dutch,Bar,Pub"
5180,d8297191,"Quick Bites,Fast Food"
5181,d9874540,
5182,d8772400,
5183,d5795158,"Chinese,Asian,Vegetarian Friendly"
5184,d5775938,"Turkish,Middle Eastern,Vegetarian Friendly"
5185,d12360172,Cafe
5186,d10109320,Middle Eastern
5187,d4793803,French
5188,d12705113,"Indian,Fast Food,Healthy"
5189,d10802007,"Chinese,Asian,Vegetarian Friendly"
5190,d7675487,"French,Turkish"
5191,d12438312,
5192,d11995856,
5193,d10558906,"Asian,Thai"
5194,d4553233,
5195,d12429873,Spanish
5196,d12443025,Thai
5197,d7778326,
5198,d10535255,"Barbecue,Turkish,Middle Eastern"
5199,d11863521,Vegetarian Friendly
5200,d6452953,
5201,d11844229,"Italian,Mediterranean,Deli"
5202,d5617449,
5203,d9826439,"Japanese,Vegetarian Friendly"
5204,d6106476,
5205,d5927960,
5206,d12439175,Chinese
5207,d4769971,
5208,d12161521,Vegetarian Friendly
5209,d1356203,
5210,d5819039,
5211,d12878239,Vegetarian Friendly
5212,d2149884,Italian
5213,d5520808,Fast Food
5214,d6033928,Italian
5215,d5509344,"American,Fast Food"
5216,d10357994,French
5217,d12794032,
5218,d11305968,
5219,d12060612,
5220,d5220218,
5221,d8339982,
5222,d1885457,"Bar,Pub"
5223,d1957191,Cafe
5224,d10700050,American
5225,d7045749,
5226,d1329053,
5227,d5822630,
5228,d12348151,Fast Food
5229,d6697362,
5230,d10178602,
5231,d12437984,Spanish
5232,d5965945,
5233,d10901239,Mexican
5234,d10543288,
5235,d7290744,
5236,d8536323,"Fast Food,Turkish,Middle Eastern"
5237,d7356949,"Italian,International,Mediterranean"
5238,d12317655,
5239,d802547,"French,Bar,European"
5240,d8663307,"Dessert,Cafe"
5241,d8825228,Asian
5242,d7772776,Middle Eastern
5243,d7130837,
5244,d11748904,"Cafe,Vegetarian Friendly"
5245,d10147337,"Italian,Pizza,Vegetarian Friendly"
5246,d4768387,
5247,d12871980,"Barbecue,Asian,Korean"
5248,d8780422,"French,Bar,Pub"
5249,d5893097,
5250,d9826327,"Chinese,Asian,Vegetarian Friendly"
5251,d12407008,
5252,d7276836,
5253,d5986183,"Italian,Pizza"
5254,d5865184,"Mediterranean,Spanish,Vegetarian Friendly"
5255,d10788030,Cafe
5256,d4681648,
5257,d4923291,Chinese
5258,d5960506,
5259,d8633234,
5260,d8730871,Spanish
5261,d11491889,"Mediterranean,European,Vegetarian Friendly"
5262,d5959063,"European,Portuguese"
5263,d991674,"Mediterranean,Spanish"
5264,d10162965,Cafe
5265,d12546138,Fast Food
5266,d8714073,"French,Bar,Spanish"
5267,d13326532,"Italian,Pizza,Mediterranean"
5268,d6425918,"European,Portuguese"
5269,d12484619,"Bar,Pub"
5270,d5890549,French
5271,d11794135,"French,Vegetarian Friendly"
5272,d6699594,
5273,d5506648,"Italian,Mediterranean"
5274,d10133610,
5275,d10790680,Spanish
5276,d11814833,
5277,d9646957,
5278,d7910512,
5279,d11955480,
5280,d3870549,"Bar,Pub"
5281,d12356410,"Italian,Mediterranean,Sicilian"
5282,d8817791,
5283,d11957755,"Italian,Pizza"
5284,d10801706,
5285,d9700155,
5286,d12502443,
5287,d7203999,French
5288,d11759466,
5289,d12788091,
5290,d8152321,
5291,d11443624,"German,Cafe"
5292,d5977127,
5293,d7906576,
5294,d12322249,"European,Danish"
5295,d8571955,
5296,d12252399,"French,Belgian,European"
5297,d5797921,
5298,d10789325,
5299,d10722422,"Fast Food,Asian,Thai"
5300,d5616765,Spanish
5301,d13114158,"Quick Bites,Fast Food"
5302,d5288238,
5303,d8753885,
5304,d11903825,
5305,d1341731,
5306,d1960191,"French,European,Vegetarian Friendly"
5307,d7194146,"Bakeries,Cafe,European"
5308,d9585679,"Bakeries,French"
5309,d5123024,"American,Fast Food"
5310,d8415736,"Quick Bites,Fast Food"
5311,d5122104,
5312,d1516733,"Bar,Pub"
5313,d10033296,
5314,d7260656,
5315,d12998670,"Mediterranean,Spanish,Catalan"
5316,d5868156,"Mediterranean,Spanish"
5317,d1035196,"French,Mediterranean,Spanish"
5318,d10670717,"Japanese,Asian"
5319,d3562694,
5320,d8144276,
5321,d12539491,
5322,d12221332,"European,Portuguese"
5323,d8677023,
5324,d10064059,"European,Portuguese"
5325,d4768229,
5326,d10361497,
5327,d7274046,
5328,d8581478,
5329,d12075278,Cafe
5330,d5447578,"Dessert,Cafe"
5331,d12235049,
5332,d7678199,Cafe
5333,d3524003,Spanish
5334,d8459905,
5335,d12267641,Mediterranean
5336,d11947277,French
5337,d9697252,
5338,d7989764,French
5339,d12320809,
5340,d12900540,
5341,d8338647,
5342,d12621113,
5343,d5486617,Spanish
5344,d5285770,Fast Food
5345,d5979733,
5346,d12228422,
5347,d7315051,
5348,d9836588,"Turkish,Vegetarian Friendly"
5349,d8399257,"Italian,Cafe"
5350,d7149274,Dessert
5351,d7125269,
5352,d12363461,"Quick Bites,Fast Food"
5353,d4770063,
5354,d5873606,"Italian,Pizza"
5355,d5887147,
5356,d12616118,
5357,d12654085,
5358,d808404,Vegetarian Friendly
5359,d10632730,Healthy
5360,d12995017,"French,European,Wine Bar"
5361,d5810989,Spanish
5362,d9780742,
5363,d11914395,"Dessert,Spanish"
5364,d6863490,Vegetarian Friendly
5365,d11403211,
5366,d4766825,
5367,d1343125,
5368,d12161695,
5369,d5243222,
5370,d5798918,
5371,d8338498,
5372,d12716391,Pizza
5373,d10357858,"French,Wine Bar"
5374,d7992762,"Cafe,Spanish"
5375,d990930,"Mediterranean,Spanish"
5376,d8338514,
5377,d10396062,Cafe
5378,d4912024,Fast Food
5379,d12832311,"Italian,Vegetarian Friendly"
5380,d12322934,
5381,d9564543,"Mediterranean,Spanish"
5382,d12064665,
5383,d11817420,
5384,d966350,
5385,d10664608,
5386,d11924057,
5387,d5243087,Chinese
5388,d5792468,
5389,d11659461,"Bakeries,Cafe"
5390,d10046967,Chinese
5391,d8730827,French
5392,d7687033,
5393,d12885942,"Dessert,Healthy"
5394,d5811134,
5395,d12546630,
5396,d12340757,
5397,d8835452,"German,Cafe,Vegetarian Friendly"
5398,d10047557,
5399,d12032477,
5400,d2325440,"Italian,Pizza,Mediterranean"
5401,d3385174,
5402,d5518528,German
5403,d11929168,Spanish
5404,d8659492,Middle Eastern
5405,d11859886,Vegetarian Friendly
5406,d877446,
5407,d6458700,"Dessert,Italian,Bar"
5408,d8545171,
5409,d10058762,
5410,d5568888,"Belgian,Bar,European"
5411,d11897135,
5412,d4769799,
5413,d12418590,
5414,d696883,
5415,d10426113,
5416,d1359691,"Bar,Pub"
5417,d3629477,
5418,d8733376,"European,Vegetarian Friendly,Vegan Options"
5419,d8651975,"Italian,Wine Bar"
5420,d3803369,
5421,d2009357,
5422,d7916785,
5423,d7315999,French
5424,d5866522,Spanish
5425,d11763133,
5426,d5519956,
5427,d10397472,Cafe
5428,d5795034,Spanish
5429,d6562490,"Italian,Pizza,Vegetarian Friendly"
5430,d1340994,
5431,d1224252,Vegetarian Friendly
5432,d8853034,
5433,d1337117,
5434,d8538235,"Dessert,French"
5435,d5798132,Spanish
5436,d5610842,Spanish
5437,d795758,"Chinese,Asian,Vegetarian Friendly"
5438,d12477194,
5439,d4053512,"Belgian,European"
5440,d8645941,
5441,d10228099,Thai
5442,d12358096,African
5443,d5510652,"Italian,Pizza,Mediterranean"
5444,d10072455,Dessert
5445,d10028945,
5446,d10790175,
5447,d13221327,"European,Hungarian"
5448,d5884204,
5449,d5616797,"Pizza,Fast Food"
5450,d12171950,"Italian,Pizza,Mediterranean"
5451,d13238213,
5452,d4769840,
5453,d12918296,"Mediterranean,European,Spanish"
5454,d10782592,
5455,d8479424,"French,Swiss,Bar"
5456,d1152682,
5457,d5776365,
5458,d11854952,
5459,d8472481,
5460,d4560451,"Mediterranean,Spanish"
5461,d12794670,British
5462,d1343089,Sushi
5463,d10342550,
5464,d5813657,
5465,d9724017,
5466,d11982214,
5467,d11963236,
5468,d12637627,"Bar,British,Pub"
5469,d8339164,"Italian,Vegetarian Friendly"
5470,d5860371,"Italian,Pizza"
5471,d7211463,
5472,d8799558,"Caribbean,African"
5473,d8592889,"Pizza,Fast Food"
5474,d8807155,"Quick Bites,Cafe,Vegetarian Friendly"
5475,d8338335,Vegetarian Friendly
5476,d8341386,
5477,d5984008,"Italian,Cafe,Vegetarian Friendly"
5478,d7385163,
5479,d10532317,
5480,d7942285,
5481,d11488798,
5482,d8461493,European
5483,d4844397,
5484,d12669299,"Irish,Bar,Pub"
5485,d12524614,
5486,d5981269,
5487,d12994513,Spanish
5488,d8460515,Cafe
5489,d8368897,
5490,d12398973,French
5491,d10108855,
5492,d12903363,"European,Portuguese"
5493,d6995255,"Brazilian,South American"
5494,d10520039,
5495,d11773079,Greek
5496,d10794888,European
5497,d8574550,
5498,d12135479,
5499,d5890432,"Japanese,Sushi,Asian"
5500,d7124395,Vegetarian Friendly
5501,d7993666,
5502,d11643638,"Chinese,Japanese,Seafood"
5503,d12725263,
5504,d986415,
5505,d7922131,Deli
5506,d8471317,
5507,d5804160,
5508,d697613,
5509,d12510970,Cafe
5510,d11687342,
5511,d10895279,"Bar,Pub"
5512,d10226836,"French,European,Diner"
5513,d7899481,"Bar,Pub"
5514,d12674169,
5515,d11802029,
5516,d5964720,"European,Portuguese"
5517,d12477497,
5518,d8710301,"Mediterranean,Spanish,Vegetarian Friendly"
5519,d781940,"Swiss,European,Vegetarian Friendly"
5520,d7706840,"Italian,Pizza,Vegetarian Friendly"
5521,d9791620,"European,Hungarian"
5522,d9814928,Fast Food
5523,d5609053,
5524,d11859389,
5525,d964608,"German,Vegetarian Friendly"
5526,d5220270,
5527,d1035483,
5528,d959096,
5529,d12482253,
5530,d795523,
5531,d1381550,
5532,d12189025,Greek
5533,d11947164,"Japanese,Sushi,Asian"
5534,d10373462,
5535,d9867424,"Quick Bites,Bar,Pub"
5536,d6825621,"Dessert,Italian"
5537,d12342176,
5538,d8614707,
5539,d6132650,
5540,d6948154,"Latin,Bar,Spanish"
5541,d8488271,European
5542,d12442618,French
5543,d2194796,
5544,d8811791,
5545,d5865552,
5546,d12535707,"Italian,Cafe,Vegetarian Friendly"
5547,d6434909,French
5548,d12630846,Cafe
5549,d7289123,"Pizza,Vegetarian Friendly"
5550,d12430105,
5551,d10235153,
5552,d6688214,"French,Bar,European"
5553,d11841575,"French,European"
5554,d9752090,
5555,d1085863,Gastropub
5556,d13275113,Pizza
5557,d7793815,
5558,d11911978,
5559,d10467881,
5560,d12350617,
5561,d10628357,Vegetarian Friendly
5562,d1357640,"Cafe,European,Vegetarian Friendly"
5563,d9871269,
5564,d12597784,"Mediterranean,Spanish,Vegetarian Friendly"
5565,d10129914,"Spanish,Vegetarian Friendly"
5566,d13227872,
5567,d12136417,
5568,d7252045,Italian
5569,d10455097,French
5570,d5039196,"Japanese,Asian"
5571,d10746833,"Swiss,European"
5572,d9562548,"European,Vegetarian Friendly,Vegan Options"
5573,d5956501,
5574,d10750991,Vegetarian Friendly
5575,d10679054,"Asian,Thai,Korean"
5576,d10365399,"Japanese,Sushi,Asian"
5577,d7215403,
5578,d7276642,
5579,d12446979,"Cafe,Fast Food,European"
5580,d7229020,Spanish
5581,d5220194,"Bar,British,Pub"
5582,d4769873,
5583,d8054503,
5584,d11903277,
5585,d9788823,
5586,d10270452,"Bar,Pub"
5587,d12005023,"American,Fast Food"
5588,d12609854,"European,Portuguese"
5589,d5529360,"German,Vegetarian Friendly"
5590,d5796955,
5591,d3864764,
5592,d6839288,
5593,d8492319,
5594,d5982813,"Italian,Pizza,Mediterranean"
5595,d5526663,
5596,d1035544,
5597,d10027589,"Italian,Pizza"
5598,d6714829,
5599,d10767516,
5600,d5987965,
5601,d9761931,"Asian,Indonesian"
5602,d1035201,
5603,d4215721,"European,Vegetarian Friendly"
5604,d10806890,"Italian,Lombard,Northern-Italian"
5605,d1328177,
5606,d12029058,
5607,d10004042,
5608,d12079908,
5609,d1090422,Pizza
5610,d5986450,"Austrian,Fast Food,European"
5611,d10041117,"American,European,Portuguese"
5612,d1037114,Italian
5613,d8672442,
5614,d13170250,"European,Vegetarian Friendly,Vegan Options"
5615,d8841058,"Italian,American,Fast Food"
5616,d5800746,
5617,d11843790,
5618,d12946349,
5619,d5959332,"Austrian,European,Central European"
5620,d986416,
5621,d801050,
5622,d7992893,
5623,d12517837,
5624,d11897313,"Vegetarian Friendly,Vegan Options"
5625,d8436207,
5626,d8659752,
5627,d8114315,Spanish
5628,d8803531,"European,Swedish"
5629,d12252077,"Mexican,Fast Food,South American"
5630,d9743689,
5631,d1959317,"Mediterranean,European,Central European"
5632,d11807523,"Italian,Bar,Cafe"
5633,d5796659,
5634,d10636161,"Italian,International"
5635,d8605058,European
5636,d5523470,Pizza
5637,d12632861,
5638,d7133702,"German,Fast Food"
5639,d8725507,French
5640,d9746017,
5641,d8559659,Italian
5642,d10661979,
5643,d4767629,"European,Czech"
5644,d7991223,"Cafe,Vegetarian Friendly,Vegan Options"
5645,d1342137,"German,Vegetarian Friendly"
5646,d11956813,
5647,d9852211,
5648,d6702819,
5649,d5959961,
5650,d8751574,
5651,d12419880,Spanish
5652,d2225310,Cafe
5653,d5518815,
5654,d4150098,"Cafe,European"
5655,d7997450,"Cafe,Spanish"
5656,d5853459,"American,Bar,Pub"
5657,d10770156,
5658,d1341340,
5659,d11841817,"Cafe,Spanish"
5660,d4405147,"Bar,Pub"
5661,d13000302,Cafe
5662,d8440529,French
5663,d8658552,
5664,d1997799,
5665,d8821440,Italian
5666,d4491314,Vietnamese
5667,d10042180,
5668,d753435,
5669,d12828008,"Cafe,Spanish,Vegetarian Friendly"
5670,d6458891,"Bar,Pub"
5671,d4890672,
5672,d1503550,
5673,d10729429,
5674,d8813464,"Cafe,Fast Food,Vegetarian Friendly"
5675,d10794278,Spanish
5676,d12880252,Spanish
5677,d10678443,Dessert
5678,d8340799,
5679,d8547155,"Chinese,Asian,Vegetarian Friendly"
5680,d10456426,
5681,d13198106,
5682,d12829137,
5683,d9599232,"Mediterranean,Greek"
5684,d5798027,
5685,d12059135,"French,European"
5686,d5850867,"Italian,Pizza,Seafood"
5687,d8415245,"Fast Food,Turkish"
5688,d12329087,
5689,d11491888,Spanish
5690,d12296373,"Mediterranean,European,Spanish"
5691,d12967880,
5692,d10428285,
5693,d8461907,"Mediterranean,European,Portuguese"
5694,d7108762,
5695,d7621774,"Mediterranean,Spanish"
5696,d9461411,
5697,d8504406,
5698,d10547960,
5699,d8065349,Grill
5700,d11660783,"Mediterranean,Spanish"
5701,d5507263,
5702,d9856265,"American,Vegetarian Friendly,Vegan Options"
5703,d7697976,
5704,d8743591,
5705,d12597486,"Greek,Vegetarian Friendly"
5706,d8390660,
5707,d8338528,
5708,d1356236,
5709,d10518062,"Quick Bites,Fast Food"
5710,d5487645,Fast Food
5711,d12826203,Chinese
5712,d10131652,"European,Portuguese"
5713,d11857377,
5714,d7699807,
5715,d8359838,
5716,d6509036,
5717,d10157986,"Cafe,Deli"
5718,d9974845,Italian
5719,d4597732,
5720,d7068598,"Japanese,Sushi,Asian"
5721,d8077111,Cafe
5722,d13112133,
5723,d1062383,
5724,d7160626,
5725,d10400208,Cafe
5726,d5220246,
5727,d4911067,Turkish
5728,d12320197,"Japanese,Sushi,Asian"
5729,d11925699,Spanish
5730,d10455361,Grill
5731,d5923143,
5732,d10065452,
5733,d8562839,"Quick Bites,Fast Food"
5734,d7902600,
5735,d7990861,
5736,d10803127,
5737,d11871561,
5738,d10071183,
5739,d7133681,
5740,d4768051,
5741,d7045733,"Italian,Pizza"
5742,d8737537,
5743,d4770161,
5744,d1345006,
5745,d11824195,
5746,d4844367,"French,Belgian,European"
5747,d10024420,
5748,d5872669,"Italian,Seafood"
5749,d6720236,"Chinese,Asian"
5750,d9751117,"Mediterranean,Spanish,Vegetarian Friendly"
5751,d1357378,"Cafe,Vegetarian Friendly"
5752,d12359883,
5753,d10777866,"Italian,Bar,Pizza"
5754,d12669290,
5755,d6977036,
5756,d10741476,"Brew Pub,Pub"
5757,d10468866,
5758,d8649286,
5759,d1122565,Pizza
5760,d5873331,"Italian,European"
5761,d5444929,
5762,d8434225,
5763,d12092255,
5764,d10831212,
5765,d10270558,"Dessert,Cafe"
5766,d5966383,
5767,d12080315,
5768,d1408229,
5769,d8560015,
5770,d7902843,
5771,d1335347,"Japanese,Sushi,Asian"
5772,d4451894,"Italian,French"
5773,d7599086,
5774,d8864193,"Italian,Bar,Pub"
5775,d5616643,
5776,d10194262,
5777,d8448007,"Indian,Vegetarian Friendly"
5778,d12438345,
5779,d10042413,
5780,d12615033,Italian
5781,d12422986,"Mexican,Mediterranean,European"
5782,d12090531,Barbecue
5783,d12191435,
5784,d10029815,Bakeries
5785,d10522276,German
5786,d5872758,Italian
5787,d9802657,Italian
5788,d12971689,"Fast Food,Turkish,Middle Eastern"
5789,d8339179,
5790,d8384690,
5791,d10458731,"Dessert,Vegetarian Friendly"
5792,d9561755,
5793,d1422231,Vegetarian Friendly
5794,d6734074,"Japanese,Asian,Vegetarian Friendly"
5795,d1038830,German
5796,d12295852,
5797,d7799870,
5798,d10108831,
5799,d12556254,Fast Food
5800,d12864736,
5801,d10831182,"Austrian,Cafe,European"
5802,d13003828,"French,European"
5803,d7108851,French
5804,d5795695,"Indian,Lebanese,Fast Food,Mediterranean"
5805,d10116313,Sushi
5806,d8596504,
5807,d7379780,French
5808,d3842800,"European,Spanish,Portuguese"
5809,d9769893,
5810,d12182083,Fast Food
5811,d7653256,
5812,d10532885,"German,Vegetarian Friendly"
5813,d5567535,
5814,d12062083,Deli
5815,d10232474,Vegetarian Friendly
5816,d4014495,
5817,d1228887,
5818,d8745770,"Bakeries,Cafe"
5819,d12556595,
5820,d5865220,
5821,d1324495,
5822,d9744451,French
5823,d12187488,
5824,d9724714,"Italian,Pizza"
5825,d12367784,Spanish
5826,d10095296,"French,Vegetarian Friendly"
5827,d12326511,American
5828,d10476779,
5829,d12321003,"Fast Food,European,Turkish"
5830,d1469179,
5831,d10509697,
5832,d1114371,Pizza
5833,d7928402,
5834,d10158385,Cafe
5835,d5793231,
5836,d12192143,
5837,d2015673,
5838,d1067533,
5839,d10576344,"French,Bar,Pub"
5840,d13076032,
5841,d10806653,Cafe
5842,d5981463,
5843,d7251286,
5844,d5609153,
5845,d3637776,British
5846,d5081354,"Turkish,Middle Eastern"
5847,d4925425,
5848,d9734695,"Italian,Mediterranean"
5849,d12059322,"Mediterranean,European,Turkish"
5850,d12056463,"Dessert,Cafe"
5851,d12557655,"Bakeries,Cafe"
5852,d12367475,
5853,d2034969,"German,European,Central European"
5854,d1389675,
5855,d4769665,
5856,d10547346,"Spanish,Vegetarian Friendly,Gluten Free Options"
5857,d11992847,"Italian,Pizza,Vegetarian Friendly"
5858,d11645802,
5859,d5796142,
5860,d9819263,
5861,d4924329,
5862,d7173324,
5863,d6704595,"Italian,Pizza,Vegetarian Friendly"
5864,d9567816,
5865,d13187843,"Cafe,European"
5866,d11716032,
5867,d8338688,
5868,d5827149,
5869,d8770627,"Brew Pub,Pub"
5870,d5959124,
5871,d12172485,
5872,d8311061,Quick Bites
5873,d1572944,
5874,d8749292,
5875,d12323115,
5876,d12899531,
5877,d10049262,"Cafe,European,Portuguese"
5878,d5786814,"European,Portuguese"
5879,d5518187,
5880,d7194356,
5881,d8866462,
5882,d13109977,"Bar,Pub"
5883,d5957282,Spanish
5884,d1329038,
5885,d12187824,"French,Belgian,European"
5886,d12379016,"Mediterranean,Spanish"
5887,d9876869,"Japanese,Sushi,Asian"
5888,d10758651,"Italian,Pizza"
5889,d8874048,"Mediterranean,Spanish,Vegetarian Friendly"
5890,d8643942,"Polish,European"
5891,d10247889,
5892,d12979722,"Quick Bites,Fast Food"
5893,d10073431,
5894,d8835954,
5895,d4675515,
5896,d11868333,
5897,d12524123,"Dessert,French,Cafe"
5898,d8656142,"Dutch,European"
5899,d7226434,"Bar,European,Pub"
5900,d12486166,Cafe
5901,d2020067,"European,Croatian,Central European"
5902,d7714807,Italian
5903,d12860208,Cafe
5904,d2721674,
5905,d7902946,
5906,d5520987,
5907,d4923599,Deli
5908,d12932718,"Bar,Pub"
5909,d8762922,"Bakeries,Vegan Options"
5910,d6739438,
5911,d5768274,"Mediterranean,Spanish"
5912,d12416969,"Dutch,Cafe,European"
5913,d8619243,
5914,d12177719,"Quick Bites,Cafe"
5915,d4770086,"European,Central European"
5916,d1341179,"Asian,Vietnamese,Vegetarian Friendly"
5917,d10727476,"Cafe,Vegetarian Friendly,Vegan Options"
5918,d9715109,Sushi
5919,d12301154,"International,Mediterranean,Fusion"
5920,d12491796,
5921,d1226202,
5922,d12113719,"European,Hungarian"
5923,d8796167,Cafe
5924,d10883994,
5925,d7157746,
5926,d10425811,
5927,d13219718,"Quick Bites,Spanish"
5928,d8114433,"European,Portuguese"
5929,d6835297,
5930,d12850311,"Bar,Pub"
5931,d4769815,
5932,d4745757,Pub
5933,d718878,"German,International,Asian"
5934,d4770123,
5935,d9982862,
5936,d8115652,"Quick Bites,Fast Food"
5937,d10841016,Grill
5938,d12239180,Greek
5939,d12839104,"Fast Food,Turkish,Middle Eastern"
5940,d9776697,"Bakeries,Cafe,Vegetarian Friendly"
5941,d5983986,
5942,d12353285,
5943,d12368096,
5944,d12119431,Asian
5945,d4769731,
